quantile,value,type,location,target,forecast_date,target_end_date
,546,point,12033,3 wk ahead inc case,2020-08-02,2020-08-22
,416,point,12033,4 wk ahead inc case,2020-08-02,2020-08-29
,234,point,42079,1 wk ahead inc case,2020-08-02,2020-08-08
,384,point,42079,2 wk ahead inc case,2020-08-02,2020-08-15
,635,point,42079,3 wk ahead inc case,2020-08-02,2020-08-22
,1025,point,42079,4 wk ahead inc case,2020-08-02,2020-08-29
,250,point,48303,1 wk ahead inc case,2020-08-02,2020-08-08
,175,point,48303,2 wk ahead inc case,2020-08-02,2020-08-15
,134,point,48303,3 wk ahead inc case,2020-08-02,2020-08-22
,90,point,48303,4 wk ahead inc case,2020-08-02,2020-08-29
,124,point,39093,1 wk ahead inc case,2020-08-02,2020-08-08
,112,point,39093,2 wk ahead inc case,2020-08-02,2020-08-15
,106,point,39093,3 wk ahead inc case,2020-08-02,2020-08-22
,93,point,39093,4 wk ahead inc case,2020-08-02,2020-08-29
,36,point,33015,1 wk ahead inc case,2020-08-02,2020-08-08
,37,point,33015,2 wk ahead inc case,2020-08-02,2020-08-15
,38,point,33015,3 wk ahead inc case,2020-08-02,2020-08-22
,40,point,33015,4 wk ahead inc case,2020-08-02,2020-08-29
,254,point,17111,1 wk ahead inc case,2020-08-02,2020-08-08
,285,point,17111,2 wk ahead inc case,2020-08-02,2020-08-15
,321,point,17111,3 wk ahead inc case,2020-08-02,2020-08-22
,336,point,17111,4 wk ahead inc case,2020-08-02,2020-08-29
,76,point,36001,1 wk ahead inc case,2020-08-02,2020-08-08
,66,point,36001,2 wk ahead inc case,2020-08-02,2020-08-15
,59,point,36001,3 wk ahead inc case,2020-08-02,2020-08-22
,51,point,36001,4 wk ahead inc case,2020-08-02,2020-08-29
,106,point,42095,1 wk ahead inc case,2020-08-02,2020-08-08
,110,point,42095,2 wk ahead inc case,2020-08-02,2020-08-15
,116,point,42095,3 wk ahead inc case,2020-08-02,2020-08-22
,119,point,42095,4 wk ahead inc case,2020-08-02,2020-08-29
,645,point,29510,1 wk ahead inc case,2020-08-02,2020-08-08
,698,point,29510,2 wk ahead inc case,2020-08-02,2020-08-15
,840,point,29510,3 wk ahead inc case,2020-08-02,2020-08-22
,932,point,29510,4 wk ahead inc case,2020-08-02,2020-08-29
,494,point,45063,1 wk ahead inc case,2020-08-02,2020-08-08
,430,point,45063,2 wk ahead inc case,2020-08-02,2020-08-15
,386,point,45063,3 wk ahead inc case,2020-08-02,2020-08-22
,324,point,45063,4 wk ahead inc case,2020-08-02,2020-08-29
,28,point,23005,1 wk ahead inc case,2020-08-02,2020-08-08
,20,point,23005,2 wk ahead inc case,2020-08-02,2020-08-15
,15,point,23005,3 wk ahead inc case,2020-08-02,2020-08-22
,11,point,23005,4 wk ahead inc case,2020-08-02,2020-08-29
,94,point,36027,1 wk ahead inc case,2020-08-02,2020-08-08
,109,point,36027,2 wk ahead inc case,2020-08-02,2020-08-15
,130,point,36027,3 wk ahead inc case,2020-08-02,2020-08-22
,145,point,36027,4 wk ahead inc case,2020-08-02,2020-08-29
,484,point,12073,1 wk ahead inc case,2020-08-02,2020-08-08
,402,point,12073,2 wk ahead inc case,2020-08-02,2020-08-15
,370,point,12073,3 wk ahead inc case,2020-08-02,2020-08-22
,317,point,12073,4 wk ahead inc case,2020-08-02,2020-08-29
,401,point,29077,1 wk ahead inc case,2020-08-02,2020-08-08
,500,point,29077,2 wk ahead inc case,2020-08-02,2020-08-15
,620,point,29077,3 wk ahead inc case,2020-08-02,2020-08-22
,734,point,29077,4 wk ahead inc case,2020-08-02,2020-08-29
,90,point,26065,1 wk ahead inc case,2020-08-02,2020-08-08
,89,point,26065,2 wk ahead inc case,2020-08-02,2020-08-15
,88,point,26065,3 wk ahead inc case,2020-08-02,2020-08-22
,88,point,26065,4 wk ahead inc case,2020-08-02,2020-08-29
,550,point,13063,1 wk ahead inc case,2020-08-02,2020-08-08
,529,point,13063,2 wk ahead inc case,2020-08-02,2020-08-15
,526,point,13063,3 wk ahead inc case,2020-08-02,2020-08-22
,512,point,13063,4 wk ahead inc case,2020-08-02,2020-08-29
,115,point,26139,1 wk ahead inc case,2020-08-02,2020-08-08
,104,point,26139,2 wk ahead inc case,2020-08-02,2020-08-15
,99,point,26139,3 wk ahead inc case,2020-08-02,2020-08-22
,89,point,26139,4 wk ahead inc case,2020-08-02,2020-08-29
,148,point,34015,1 wk ahead inc case,2020-08-02,2020-08-08
,162,point,34015,2 wk ahead inc case,2020-08-02,2020-08-15
,180,point,34015,3 wk ahead inc case,2020-08-02,2020-08-22
,190,point,34015,4 wk ahead inc case,2020-08-02,2020-08-29
,96,point,53067,1 wk ahead inc case,2020-08-02,2020-08-08
,99,point,53067,2 wk ahead inc case,2020-08-02,2020-08-15
,106,point,53067,3 wk ahead inc case,2020-08-02,2020-08-22
,107,point,53067,4 wk ahead inc case,2020-08-02,2020-08-29
,831,point,13051,1 wk ahead inc case,2020-08-02,2020-08-08
,758,point,13051,2 wk ahead inc case,2020-08-02,2020-08-15
,732,point,13051,3 wk ahead inc case,2020-08-02,2020-08-22
,666,point,13051,4 wk ahead inc case,2020-08-02,2020-08-29
,862,point,02020,1 wk ahead inc case,2020-08-02,2020-08-08
,1240,point,02020,2 wk ahead inc case,2020-08-02,2020-08-15
,1928,point,02020,3 wk ahead inc case,2020-08-02,2020-08-22
,2786,point,02020,4 wk ahead inc case,2020-08-02,2020-08-29
,818,point,40027,1 wk ahead inc case,2020-08-02,2020-08-08
,1040,point,40027,2 wk ahead inc case,2020-08-02,2020-08-15
,1416,point,40027,3 wk ahead inc case,2020-08-02,2020-08-22
,1789,point,40027,4 wk ahead inc case,2020-08-02,2020-08-29
,260,point,06079,1 wk ahead inc case,2020-08-02,2020-08-08
,234,point,06079,2 wk ahead inc case,2020-08-02,2020-08-15
,211,point,06079,3 wk ahead inc case,2020-08-02,2020-08-22
,176,point,06079,4 wk ahead inc case,2020-08-02,2020-08-29
,163,point,17201,1 wk ahead inc case,2020-08-02,2020-08-08
,154,point,17201,2 wk ahead inc case,2020-08-02,2020-08-15
,150,point,17201,3 wk ahead inc case,2020-08-02,2020-08-22
,147,point,17201,4 wk ahead inc case,2020-08-02,2020-08-29
,316,point,45091,1 wk ahead inc case,2020-08-02,2020-08-08
,256,point,45091,2 wk ahead inc case,2020-08-02,2020-08-15
,212,point,45091,3 wk ahead inc case,2020-08-02,2020-08-22
,175,point,45091,4 wk ahead inc case,2020-08-02,2020-08-29
,279,point,05007,1 wk ahead inc case,2020-08-02,2020-08-08
,230,point,05007,2 wk ahead inc case,2020-08-02,2020-08-15
,201,point,05007,3 wk ahead inc case,2020-08-02,2020-08-22
,165,point,05007,4 wk ahead inc case,2020-08-02,2020-08-29
,82,point,42043,1 wk ahead inc case,2020-08-02,2020-08-08
,68,point,42043,2 wk ahead inc case,2020-08-02,2020-08-15
,56,point,42043,3 wk ahead inc case,2020-08-02,2020-08-22
,48,point,42043,4 wk ahead inc case,2020-08-02,2020-08-29
,2192,point,06047,1 wk ahead inc case,2020-08-02,2020-08-08
,2781,point,06047,2 wk ahead inc case,2020-08-02,2020-08-15
,3456,point,06047,3 wk ahead inc case,2020-08-02,2020-08-22
,3810,point,06047,4 wk ahead inc case,2020-08-02,2020-08-29
,664,point,48479,1 wk ahead inc case,2020-08-02,2020-08-08
,568,point,48479,2 wk ahead inc case,2020-08-02,2020-08-15
,508,point,48479,3 wk ahead inc case,2020-08-02,2020-08-22
,418,point,48479,4 wk ahead inc case,2020-08-02,2020-08-29
,205,point,06087,1 wk ahead inc case,2020-08-02,2020-08-08
,208,point,06087,2 wk ahead inc case,2020-08-02,2020-08-15
,232,point,06087,3 wk ahead inc case,2020-08-02,2020-08-22
,227,point,06087,4 wk ahead inc case,2020-08-02,2020-08-29
,311,point,18141,1 wk ahead inc case,2020-08-02,2020-08-08
,314,point,18141,2 wk ahead inc case,2020-08-02,2020-08-15
,328,point,18141,3 wk ahead inc case,2020-08-02,2020-08-22
,326,point,18141,4 wk ahead inc case,2020-08-02,2020-08-29
,172,point,53035,1 wk ahead inc case,2020-08-02,2020-08-08
,198,point,53035,2 wk ahead inc case,2020-08-02,2020-08-15
,240,point,53035,3 wk ahead inc case,2020-08-02,2020-08-22
,271,point,53035,4 wk ahead inc case,2020-08-02,2020-08-29
,122,point,42049,1 wk ahead inc case,2020-08-02,2020-08-08
,147,point,42049,2 wk ahead inc case,2020-08-02,2020-08-15
,188,point,42049,3 wk ahead inc case,2020-08-02,2020-08-22
,226,point,42049,4 wk ahead inc case,2020-08-02,2020-08-29
,496,point,12001,1 wk ahead inc case,2020-08-02,2020-08-08
,461,point,12001,2 wk ahead inc case,2020-08-02,2020-08-15
,436,point,12001,3 wk ahead inc case,2020-08-02,2020-08-22
,410,point,12001,4 wk ahead inc case,2020-08-02,2020-08-29
,21,point,09011,1 wk ahead inc case,2020-08-02,2020-08-08
,18,point,09011,2 wk ahead inc case,2020-08-02,2020-08-15
,17,point,09011,3 wk ahead inc case,2020-08-02,2020-08-22
,16,point,09011,4 wk ahead inc case,2020-08-02,2020-08-29
,114,point,26077,1 wk ahead inc case,2020-08-02,2020-08-08
,112,point,26077,2 wk ahead inc case,2020-08-02,2020-08-15
,112,point,26077,3 wk ahead inc case,2020-08-02,2020-08-22
,111,point,26077,4 wk ahead inc case,2020-08-02,2020-08-29
,336,point,12109,1 wk ahead inc case,2020-08-02,2020-08-08
,274,point,12109,2 wk ahead inc case,2020-08-02,2020-08-15
,230,point,12109,3 wk ahead inc case,2020-08-02,2020-08-22
,178,point,12109,4 wk ahead inc case,2020-08-02,2020-08-29
,213,point,55009,1 wk ahead inc case,2020-08-02,2020-08-08
,190,point,55009,2 wk ahead inc case,2020-08-02,2020-08-15
,175,point,55009,3 wk ahead inc case,2020-08-02,2020-08-22
,157,point,55009,4 wk ahead inc case,2020-08-02,2020-08-29
,166,point,34001,1 wk ahead inc case,2020-08-02,2020-08-08
,186,point,34001,2 wk ahead inc case,2020-08-02,2020-08-15
,215,point,34001,3 wk ahead inc case,2020-08-02,2020-08-22
,226,point,34001,4 wk ahead inc case,2020-08-02,2020-08-29
,417,point,17119,1 wk ahead inc case,2020-08-02,2020-08-08
,490,point,17119,2 wk ahead inc case,2020-08-02,2020-08-15
,609,point,17119,3 wk ahead inc case,2020-08-02,2020-08-22
,696,point,17119,4 wk ahead inc case,2020-08-02,2020-08-29
,223,point,27163,1 wk ahead inc case,2020-08-02,2020-08-08
,230,point,27163,2 wk ahead inc case,2020-08-02,2020-08-15
,241,point,27163,3 wk ahead inc case,2020-08-02,2020-08-22
,255,point,27163,4 wk ahead inc case,2020-08-02,2020-08-29
,230,point,37021,1 wk ahead inc case,2020-08-02,2020-08-08
,218,point,37021,2 wk ahead inc case,2020-08-02,2020-08-15
,214,point,37021,3 wk ahead inc case,2020-08-02,2020-08-22
,198,point,37021,4 wk ahead inc case,2020-08-02,2020-08-29
,480,point,22103,1 wk ahead inc case,2020-08-02,2020-08-08
,464,point,22103,2 wk ahead inc case,2020-08-02,2020-08-15
,464,point,22103,3 wk ahead inc case,2020-08-02,2020-08-22
,447,point,22103,4 wk ahead inc case,2020-08-02,2020-08-29
,414,point,17163,1 wk ahead inc case,2020-08-02,2020-08-08
,419,point,17163,2 wk ahead inc case,2020-08-02,2020-08-15
,430,point,17163,3 wk ahead inc case,2020-08-02,2020-08-22
,416,point,17163,4 wk ahead inc case,2020-08-02,2020-08-29
,104,point,24021,1 wk ahead inc case,2020-08-02,2020-08-08
,101,point,24021,2 wk ahead inc case,2020-08-02,2020-08-15
,94,point,24021,3 wk ahead inc case,2020-08-02,2020-08-22
,89,point,24021,4 wk ahead inc case,2020-08-02,2020-08-29
,228,point,06041,1 wk ahead inc case,2020-08-02,2020-08-08
,148,point,06041,2 wk ahead inc case,2020-08-02,2020-08-15
,101,point,06041,3 wk ahead inc case,2020-08-02,2020-08-22
,61,point,06041,4 wk ahead inc case,2020-08-02,2020-08-29
,411,point,13057,1 wk ahead inc case,2020-08-02,2020-08-08
,433,point,13057,2 wk ahead inc case,2020-08-02,2020-08-15
,484,point,13057,3 wk ahead inc case,2020-08-02,2020-08-22
,496,point,13057,4 wk ahead inc case,2020-08-02,2020-08-29
,242,point,48309,1 wk ahead inc case,2020-08-02,2020-08-08
,153,point,48309,2 wk ahead inc case,2020-08-02,2020-08-15
,102,point,48309,3 wk ahead inc case,2020-08-02,2020-08-22
,65,point,48309,4 wk ahead inc case,2020-08-02,2020-08-29
,256,point,24025,1 wk ahead inc case,2020-08-02,2020-08-08
,311,point,24025,2 wk ahead inc case,2020-08-02,2020-08-15
,380,point,24025,3 wk ahead inc case,2020-08-02,2020-08-22
,447,point,24025,4 wk ahead inc case,2020-08-02,2020-08-29
,91,point,42041,1 wk ahead inc case,2020-08-02,2020-08-08
,93,point,42041,2 wk ahead inc case,2020-08-02,2020-08-15
,97,point,42041,3 wk ahead inc case,2020-08-02,2020-08-22
,96,point,42041,4 wk ahead inc case,2020-08-02,2020-08-29
,468,point,48245,1 wk ahead inc case,2020-08-02,2020-08-08
,347,point,48245,2 wk ahead inc case,2020-08-02,2020-08-15
,277,point,48245,3 wk ahead inc case,2020-08-02,2020-08-22
,212,point,48245,4 wk ahead inc case,2020-08-02,2020-08-29
,269,point,53077,1 wk ahead inc case,2020-08-02,2020-08-08
,193,point,53077,2 wk ahead inc case,2020-08-02,2020-08-15
,149,point,53077,3 wk ahead inc case,2020-08-02,2020-08-22
,109,point,53077,4 wk ahead inc case,2020-08-02,2020-08-29
,148,point,29047,1 wk ahead inc case,2020-08-02,2020-08-08
,177,point,29047,2 wk ahead inc case,2020-08-02,2020-08-15
,211,point,29047,3 wk ahead inc case,2020-08-02,2020-08-22
,240,point,29047,4 wk ahead inc case,2020-08-02,2020-08-29
,414,point,51550,1 wk ahead inc case,2020-08-02,2020-08-08
,417,point,51550,2 wk ahead inc case,2020-08-02,2020-08-15
,433,point,51550,3 wk ahead inc case,2020-08-02,2020-08-22
,430,point,51550,4 wk ahead inc case,2020-08-02,2020-08-29
,518,point,22055,1 wk ahead inc case,2020-08-02,2020-08-08
,395,point,22055,2 wk ahead inc case,2020-08-02,2020-08-15
,320,point,22055,3 wk ahead inc case,2020-08-02,2020-08-22
,236,point,22055,4 wk ahead inc case,2020-08-02,2020-08-29
,346,point,13117,1 wk ahead inc case,2020-08-02,2020-08-08
,392,point,13117,2 wk ahead inc case,2020-08-02,2020-08-15
,466,point,13117,3 wk ahead inc case,2020-08-02,2020-08-22
,555,point,13117,4 wk ahead inc case,2020-08-02,2020-08-29
,464,point,51710,1 wk ahead inc case,2020-08-02,2020-08-08
,416,point,51710,2 wk ahead inc case,2020-08-02,2020-08-15
,396,point,51710,3 wk ahead inc case,2020-08-02,2020-08-22
,364,point,51710,4 wk ahead inc case,2020-08-02,2020-08-29
,610,point,22017,1 wk ahead inc case,2020-08-02,2020-08-08
,600,point,22017,2 wk ahead inc case,2020-08-02,2020-08-15
,596,point,22017,3 wk ahead inc case,2020-08-02,2020-08-22
,590,point,22017,4 wk ahead inc case,2020-08-02,2020-08-29
,252,point,37179,1 wk ahead inc case,2020-08-02,2020-08-08
,214,point,37179,2 wk ahead inc case,2020-08-02,2020-08-15
,185,point,37179,3 wk ahead inc case,2020-08-02,2020-08-22
,156,point,37179,4 wk ahead inc case,2020-08-02,2020-08-29
,308,point,05143,1 wk ahead inc case,2020-08-02,2020-08-08
,243,point,05143,2 wk ahead inc case,2020-08-02,2020-08-15
,198,point,05143,3 wk ahead inc case,2020-08-02,2020-08-22
,160,point,05143,4 wk ahead inc case,2020-08-02,2020-08-29
,253,point,47187,1 wk ahead inc case,2020-08-02,2020-08-08
,193,point,47187,2 wk ahead inc case,2020-08-02,2020-08-15
,152,point,47187,3 wk ahead inc case,2020-08-02,2020-08-22
,120,point,47187,4 wk ahead inc case,2020-08-02,2020-08-29
,104,point,51013,1 wk ahead inc case,2020-08-02,2020-08-08
,107,point,51013,2 wk ahead inc case,2020-08-02,2020-08-15
,112,point,51013,3 wk ahead inc case,2020-08-02,2020-08-22
,114,point,51013,4 wk ahead inc case,2020-08-02,2020-08-29
,159,point,04025,1 wk ahead inc case,2020-08-02,2020-08-08
,114,point,04025,2 wk ahead inc case,2020-08-02,2020-08-15
,91,point,04025,3 wk ahead inc case,2020-08-02,2020-08-22
,70,point,04025,4 wk ahead inc case,2020-08-02,2020-08-29
,176,point,39165,1 wk ahead inc case,2020-08-02,2020-08-08
,160,point,39165,2 wk ahead inc case,2020-08-02,2020-08-15
,152,point,39165,3 wk ahead inc case,2020-08-02,2020-08-22
,138,point,39165,4 wk ahead inc case,2020-08-02,2020-08-29
,422,point,13151,1 wk ahead inc case,2020-08-02,2020-08-08
,430,point,13151,2 wk ahead inc case,2020-08-02,2020-08-15
,435,point,13151,3 wk ahead inc case,2020-08-02,2020-08-22
,446,point,13151,4 wk ahead inc case,2020-08-02,2020-08-29
,176,point,37129,1 wk ahead inc case,2020-08-02,2020-08-08
,129,point,37129,2 wk ahead inc case,2020-08-02,2020-08-15
,97,point,37129,3 wk ahead inc case,2020-08-02,2020-08-22
,72,point,37129,4 wk ahead inc case,2020-08-02,2020-08-29
,121,point,10005,1 wk ahead inc case,2020-08-02,2020-08-08
,94,point,10005,2 wk ahead inc case,2020-08-02,2020-08-15
,73,point,10005,3 wk ahead inc case,2020-08-02,2020-08-22
,59,point,10005,4 wk ahead inc case,2020-08-02,2020-08-29
,162,point,48423,1 wk ahead inc case,2020-08-02,2020-08-08
,109,point,48423,2 wk ahead inc case,2020-08-02,2020-08-15
,77,point,48423,3 wk ahead inc case,2020-08-02,2020-08-22
,51,point,48423,4 wk ahead inc case,2020-08-02,2020-08-29
,666,point,28049,1 wk ahead inc case,2020-08-02,2020-08-08
,598,point,28049,2 wk ahead inc case,2020-08-02,2020-08-15
,520,point,28049,3 wk ahead inc case,2020-08-02,2020-08-22
,428,point,28049,4 wk ahead inc case,2020-08-02,2020-08-29
,217,point,51760,1 wk ahead inc case,2020-08-02,2020-08-08
,238,point,51760,2 wk ahead inc case,2020-08-02,2020-08-15
,272,point,51760,3 wk ahead inc case,2020-08-02,2020-08-22
,298,point,51760,4 wk ahead inc case,2020-08-02,2020-08-29
,98,point,48209,1 wk ahead inc case,2020-08-02,2020-08-08
,54,point,48209,2 wk ahead inc case,2020-08-02,2020-08-15
,33,point,48209,3 wk ahead inc case,2020-08-02,2020-08-22
,19,point,48209,4 wk ahead inc case,2020-08-02,2020-08-29
,110,point,39085,1 wk ahead inc case,2020-08-02,2020-08-08
,95,point,39085,2 wk ahead inc case,2020-08-02,2020-08-15
,86,point,39085,3 wk ahead inc case,2020-08-02,2020-08-22
,74,point,39085,4 wk ahead inc case,2020-08-02,2020-08-29
,46,point,36091,1 wk ahead inc case,2020-08-02,2020-08-08
,50,point,36091,2 wk ahead inc case,2020-08-02,2020-08-15
,56,point,36091,3 wk ahead inc case,2020-08-02,2020-08-22
,60,point,36091,4 wk ahead inc case,2020-08-02,2020-08-29
,503,point,16027,1 wk ahead inc case,2020-08-02,2020-08-08
,355,point,16027,2 wk ahead inc case,2020-08-02,2020-08-15
,262,point,16027,3 wk ahead inc case,2020-08-02,2020-08-22
,186,point,16027,4 wk ahead inc case,2020-08-02,2020-08-29
,64,point,53073,1 wk ahead inc case,2020-08-02,2020-08-08
,67,point,53073,2 wk ahead inc case,2020-08-02,2020-08-15
,73,point,53073,3 wk ahead inc case,2020-08-02,2020-08-22
,74,point,53073,4 wk ahead inc case,2020-08-02,2020-08-29
,109,point,48041,1 wk ahead inc case,2020-08-02,2020-08-08
,70,point,48041,2 wk ahead inc case,2020-08-02,2020-08-15
,46,point,48041,3 wk ahead inc case,2020-08-02,2020-08-22
,29,point,48041,4 wk ahead inc case,2020-08-02,2020-08-29
,120,point,39099,1 wk ahead inc case,2020-08-02,2020-08-08
,111,point,39099,2 wk ahead inc case,2020-08-02,2020-08-15
,107,point,39099,3 wk ahead inc case,2020-08-02,2020-08-22
,94,point,39099,4 wk ahead inc case,2020-08-02,2020-08-29
,49,point,36065,1 wk ahead inc case,2020-08-02,2020-08-08
,37,point,36065,2 wk ahead inc case,2020-08-02,2020-08-15
,30,point,36065,3 wk ahead inc case,2020-08-02,2020-08-22
,23,point,36065,4 wk ahead inc case,2020-08-02,2020-08-29
,279,point,45015,1 wk ahead inc case,2020-08-02,2020-08-08
,189,point,45015,2 wk ahead inc case,2020-08-02,2020-08-15
,132,point,45015,3 wk ahead inc case,2020-08-02,2020-08-22
,89,point,45015,4 wk ahead inc case,2020-08-02,2020-08-29
,258,point,19113,1 wk ahead inc case,2020-08-02,2020-08-08
,286,point,19113,2 wk ahead inc case,2020-08-02,2020-08-15
,333,point,19113,3 wk ahead inc case,2020-08-02,2020-08-22
,374,point,19113,4 wk ahead inc case,2020-08-02,2020-08-29
,462,point,01101,1 wk ahead inc case,2020-08-02,2020-08-08
,439,point,01101,2 wk ahead inc case,2020-08-02,2020-08-15
,398,point,01101,3 wk ahead inc case,2020-08-02,2020-08-22
,363,point,01101,4 wk ahead inc case,2020-08-02,2020-08-29
,440,point,29099,1 wk ahead inc case,2020-08-02,2020-08-08
,660,point,29099,2 wk ahead inc case,2020-08-02,2020-08-15
,969,point,29099,3 wk ahead inc case,2020-08-02,2020-08-22
,1395,point,29099,4 wk ahead inc case,2020-08-02,2020-08-29
,368,point,37071,1 wk ahead inc case,2020-08-02,2020-08-08
,316,point,37071,2 wk ahead inc case,2020-08-02,2020-08-15
,288,point,37071,3 wk ahead inc case,2020-08-02,2020-08-22
,247,point,37071,4 wk ahead inc case,2020-08-02,2020-08-29
,503,point,01003,1 wk ahead inc case,2020-08-02,2020-08-08
,446,point,01003,2 wk ahead inc case,2020-08-02,2020-08-15
,413,point,01003,3 wk ahead inc case,2020-08-02,2020-08-22
,344,point,01003,4 wk ahead inc case,2020-08-02,2020-08-29
,118,point,41029,1 wk ahead inc case,2020-08-02,2020-08-08
,150,point,41029,2 wk ahead inc case,2020-08-02,2020-08-15
,192,point,41029,3 wk ahead inc case,2020-08-02,2020-08-22
,244,point,41029,4 wk ahead inc case,2020-08-02,2020-08-29
,124,point,06113,1 wk ahead inc case,2020-08-02,2020-08-08
,94,point,06113,2 wk ahead inc case,2020-08-02,2020-08-15
,75,point,06113,3 wk ahead inc case,2020-08-02,2020-08-22
,57,point,06113,4 wk ahead inc case,2020-08-02,2020-08-29
,296,point,12019,1 wk ahead inc case,2020-08-02,2020-08-08
